,logLik,se,gamma,m,rho,epsilon,omega,c,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6
0,-3933.774658203125,,38.017269134521484,0.08369370549917221,0.0,9.756900787353516,0.08481846749782562,1.0,-0.003223350644111633,3.6473734378814697,0.1898176223039627,2.877293586730957,5.119479656219482,1.4131810665130615,3.850189685821533,4.039347171783447,4.329220771789551,-0.5307283997535706,-6.056756973266602,-1.3520574569702148,-6.087425708770752,-6.186817646026611,-8.08553409576416
1,-3858.466064453125,,12.96420955657959,0.09898284077644348,0.0,31.2707576751709,0.0004545746778603643,1.0,-0.008663223385810851,3.5947203636169434,0.3139550983905792,-0.06542462855577469,0.5372366309165955,-2.1696903705596924,3.2816545963287354,3.237900972366333,4.208157539367676,-5.657057285308838,3.6264755725860596,-9.636140823364258,-3.56191086769104,-8.450216293334961,-3.5106492042541504
2,-3901.74658203125,,21.469959259033203,0.03681335970759392,0.0,11.006265640258789,0.006077132653445005,1.0,-0.0030120712518692016,3.5681471824645996,0.2318682223558426,1.8340450525283813,5.855260848999023,-1.7172614336013794,3.6663808822631836,3.468602180480957,4.376800060272217,-8.743688583374023,-3.201535940170288,-2.440480947494507,-4.369575500488281,-5.6519269943237305,-8.60758113861084
3,-3775.341552734375,,26.586166381835938,0.07143840938806534,0.0,69.96568298339844,0.057127512991428375,1.0,-0.006914430260658264,3.2589728832244873,0.22608119249343872,1.6940956115722656,5.553139686584473,-0.6106045842170715,3.867455005645752,3.7244882583618164,4.266079425811768,-2.6764190196990967,-1.9810980558395386,-3.8051533699035645,-3.8999600410461426,-7.535498142242432,-5.038984298706055
4,-3869.67578125,,10.673115730285645,0.033143892884254456,0.0,11.124422073364258,0.007675982546061277,1.0,-0.005830641388893127,3.961899757385254,0.27842947840690613,0.10799789428710938,-1.0711331367492676,0.3164493441581726,3.0627098083496094,3.3075764179229736,4.288911819458008,-3.29378342628479,4.287560939788818,-10.526987075805664,-6.086395740509033,-3.916318655014038,-7.59241247177124
5,-3805.5634765625,,21.563472747802734,0.05293158441781998,0.0,9.669756889343262,0.005936457309871912,1.0,-0.005916956067085266,3.3144946098327637,0.21069347858428955,1.8967475891113281,5.490857124328613,-0.8460797667503357,3.346388101577759,3.695585012435913,4.146688938140869,-1.5948033332824707,-2.684889078140259,-3.956556558609009,-4.315447807312012,-7.264631748199463,-5.246071815490723
6,-4069.45654296875,,20.139488220214844,0.04011509194970131,0.0,5.284023761749268,2.896415753639303e-05,1.0,-0.0007950534671545029,3.339686155319214,0.2571907043457031,1.4430794715881348,6.279817581176758,-3.6944515705108643,3.8337368965148926,3.4382054805755615,4.304439544677734,-7.596287250518799,-4.315494537353516,-2.8733062744140625,-3.603756904602051,-8.71021556854248,-5.3769426345825195
7,-3834.017578125,,26.30079460144043,0.06915947049856186,0.0,9.185867309570312,1.8415714502334595,1.0,-0.003606913387775421,3.493746757507324,0.2054191380739212,2.1620121002197266,5.442234039306641,-0.7155210971832275,4.295149326324463,3.582186222076416,4.214669227600098,-3.515340566635132,-2.3973350524902344,-1.8408803939819336,-6.832549095153809,-10.621819496154785,-6.709238052368164
8,-3922.34765625,,15.269571304321289,0.030367158353328705,0.0,8.941654205322266,1.3809431791305542,1.0,-0.007287949323654175,3.369931221008301,0.20818723738193512,0.43375271558761597,6.415050983428955,-3.5604448318481445,3.725825786590576,3.2919414043426514,4.418037414550781,-0.5633034110069275,-2.07783842086792,-7.753241062164307,-2.453080415725708,-7.863823413848877,-6.384515285491943
9,-3832.544677734375,,14.33834457397461,0.032278213649988174,0.0,9.271821022033691,0.007556988392025232,1.0,-0.007968456149101258,3.4807181358337402,0.244327113032341,-0.2185051143169403,7.581744194030762,-7.911458969116211,3.5266976356506348,3.198255777359009,4.614249229431152,1.3740769624710083,-7.678048133850098,-4.683306694030762,-3.2627885341644287,-4.916907787322998,-8.51600170135498
