,logLik,se,gamma,m,rho,epsilon,omega,c,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6
30,-3980.631103515625,,15.51677131652832,0.045049574226140976,0.0,2.5986015796661377,0.007439299486577511,1.0,-0.010839161872863769,3.3294131755828857,0.25256335735321045,0.6511634588241577,7.4545769691467285,-7.120975017547607,4.0465168952941895,3.2933385372161865,4.452243328094482,-3.776211738586426,-10.864581108093262,-6.278955936431885,-2.1948506832122803,-7.10231876373291,-11.284241676330566
31,-3797.340576171875,,21.069049835205078,0.040520038455724716,0.0,15.40433120727539,0.0050280592404305935,1.0,-0.010079232454299926,3.2037246227264404,0.2553880214691162,1.6193618774414062,5.889926433563232,-1.7024747133255005,3.5853068828582764,3.6049585342407227,4.307143688201904,0.9121620059013367,-5.103823184967041,-2.7299935817718506,-3.9272069931030273,-6.742271900177002,-11.981771469116211
32,-3914.962890625,,22.500274658203125,0.04555647075176239,0.0,9.691999435424805,0.07193855196237564,1.0,-0.013236095905303955,3.6886215209960938,0.16312500834465027,1.8833024501800537,5.426266193389893,-0.4876437783241272,3.8706250190734863,3.608218193054199,4.452719688415527,-2.9700088500976562,-0.6237739324569702,-4.448461532592773,-3.21512770652771,-7.497592926025391,-3.1684927940368652
33,-4118.75537109375,,17.428936004638672,0.042657021433115005,0.0,5.413482189178467,0.00028374011162668467,1.0,-0.01712069511413574,3.3398807048797607,0.1680019050836563,2.1966440677642822,5.574695110321045,-0.2525581121444702,3.5365638732910156,3.7054991722106934,4.3315348625183105,-9.542304039001465,-4.344027042388916,-6.764557838439941,-2.3593709468841553,-9.323880195617676,-4.696122646331787
34,-3917.0107421875,,0.0003964647476095706,0.10753214359283447,0.0,0.4299502670764923,0.02490377612411976,1.0,-0.014189751148223876,4.125887870788574,0.08041276037693024,-4.007082939147949,2.0023186206817627,-2.7588422298431396,0.3151088058948517,3.435181140899658,3.8272979259490967,-4.640720367431641,0.8914588689804077,-8.75362491607666,-4.282814025878906,-6.1965179443359375,-8.047215461730957
35,-3959.41259765625,,19.784778594970703,0.05045599117875099,0.0,4.199607849121094,0.005048592574894428,1.0,-0.011209685802459717,2.953179121017456,0.23612551391124725,1.5302491188049316,6.489508152008057,-3.604990243911743,4.511624813079834,3.3340396881103516,4.503627777099609,-3.939359664916992,-10.627906799316406,-2.0912551879882812,-4.488058567047119,-11.31842041015625,-6.630924701690674
36,-3821.607177734375,,18.00653839111328,0.04056220129132271,0.0,9.205979347229004,0.0013879559701308608,1.0,-0.00515535831451416,3.5393028259277344,0.24787870049476624,1.164516568183899,6.144974708557129,-2.498840093612671,3.7502191066741943,3.432880401611328,4.314762115478516,-0.22549545764923096,-7.283820152282715,-2.2643203735351562,-4.5811262130737305,-9.3622407913208,-7.508481025695801
37,-3918.44677734375,,23.478044509887695,0.04435434937477112,0.0,8.895974159240723,0.00025126381660811603,1.0,-0.01468091607093811,3.4761743545532227,0.2473323792219162,2.1372838020324707,5.564435958862305,-0.3429648280143738,3.946122646331787,3.6503772735595703,4.6217827796936035,-0.012474860064685345,-4.609960556030273,-1.288879632949829,-5.665915489196777,-4.9150519371032715,-10.886889457702637
38,-3934.6826171875,,19.479307174682617,0.03459984064102173,0.0,9.632542610168457,0.011178751476109028,1.0,-0.011740522384643555,3.6306397914886475,0.2130749374628067,1.814584493637085,5.802689552307129,-1.6906683444976807,3.0379650592803955,3.7297210693359375,4.385409355163574,-1.0019584894180298,-2.981489896774292,-3.9158005714416504,-1.9993064403533936,-7.6715006828308105,-10.707900047302246
39,-3927.1494140625,,19.50031852722168,0.040605347603559494,0.0,7.494362831115723,24.479888916015625,1.0,-0.003936196565628052,3.3256120681762695,0.2430570125579834,2.050797700881958,5.388973236083984,-1.0287199020385742,2.7874903678894043,3.9076178073883057,3.824338912963867,-9.610363960266113,-13.499704360961914,-5.888807773590088,-0.8102217316627502,-12.025843620300293,-3.6305830478668213
40,-3900.614013671875,,32.60261154174805,0.05607136711478233,0.0,11.964507102966309,0.004679466597735882,1.0,-0.006056870818138122,3.5434892177581787,0.2691577970981598,2.215409994125366,5.330488204956055,0.8313155770301819,4.157078742980957,3.7628350257873535,4.449995040893555,-0.0232249666005373,-4.813847541809082,-1.2225033044815063,-6.070775985717773,-6.281484127044678,-5.92071533203125
41,-3919.2001953125,,15.471293449401855,0.03862246870994568,0.0,4.46714973449707,0.006579581182450056,1.0,-0.011866074800491334,2.94114351272583,0.2792110741138458,1.3087409734725952,6.601498126983643,-5.2295098304748535,3.9930717945098877,3.271088123321533,4.437014579772949,-9.219120025634766,-7.2257890701293945,-4.504472255706787,-4.040423393249512,-6.278641223907471,-10.114767074584961
42,-3937.565673828125,,25.289085388183594,0.05180235207080841,0.0,6.895967960357666,0.007036381401121616,1.0,-0.00512566864490509,3.3463895320892334,0.22301654517650604,2.6452014446258545,5.186895847320557,0.121599480509758,3.8826498985290527,3.5306921005249023,4.345001220703125,-13.33210277557373,-3.0367908477783203,-3.506760835647583,-5.605212211608887,-4.31280517578125,-12.156255722045898
