"","time","seas1","seas2","seas3","seas4","seas5","seas6"
"155",154,0.491692799831022,0.315380840902828,0.0347808280685673,0.000196601780618253,0.00606049882221049,0.151888430594755
"156",155,0.467419636921346,0.360402871513689,0.0499691882931832,0.0004761890729772,0.00344375651292917,0.118288357685876
"157",156,0.435043425462291,0.40287261566862,0.0695321416351432,0.00103176765651887,0.00184356764484127,0.0896764819325857
"158",157,0.396335381378925,0.440699044242953,0.093913755810663,0.00204657218518378,0.000917643575137971,0.0660876028071371
"159",158,0.353316731214261,0.471888870574846,0.123334932832933,0.00378382633545594,0.000416695439157269,0.0472589436033469
"160",159,0.308077759980559,0.494726573773072,0.157706131400633,0.00660168109105407,0.000168752792969306,0.0327191009617126
"161",160,0.262614560868683,0.50792510965546,0.196564643014839,0.0109581357685403,6.42111060007292e-05,0.0218733395864773
"162",161,0.218699694771765,0.510731101361711,0.23904614659809,0.0174022371081282,4.53127794162209e-05,0.0140755073808884
"163",162,0.177787680723196,0.502983588540597,0.283891094275608,0.0265513458925489,0.000100272227398504,0.00868601834065132
"164",163,0.140955317868515,0.485126334491941,0.329485928690423,0.039054470952352,0.000262045162950081,0.0051159028338179
"165",164,0.108876838971223,0.458173691263387,0.373939131852422,0.0555416705576414,0.000611742088216714,0.00285692526711012
"166",165,0.0818338954524987,0.423630022701946,0.415192105521299,0.0765595211962455,0.00128668598933263,0.00149776913867821
"167",166,0.0597603403053001,0.383362741559557,0.451164827024199,0.102492687397863,0.00249310141310546,0.000726302299975745
"168",167,0.0423189574830093,0.339433712985702,0.479931528174996,0.133474444004,0.00452234867799164,0.000319008674300747
"169",168,0.028991580199736,0.293919953678562,0.49989546802373,0.169304708446606,0.00776363367158876,0.000124655979776368
"170",169,0.0191604932618914,0.248760468162035,0.509925957968877,0.20939768791578,0.0127047723278348,5.06203635812774e-05
"171",170,0.0121760294648824,0.205637705465508,0.509449155955554,0.252764231382712,0.0199190707491884,5.38069821553817e-05
"172",171,0.00741023337636005,0.165893847337363,0.498492418628697,0.298029013156408,0.0300382727152901,0.000136214785881568
"173",172,0.00429659250590317,0.130481927992381,0.47768221144103,0.343482547974339,0.0437115745780573,0.000345145508289181
"174",173,0.00235583586113638,0.0999517853930617,0.448195576715814,0.387168037626993,0.0615507075432158,0.000778056859779239
"175",174,0.00120779989193452,0.0744708440605293,0.411665159671595,0.427003049109122,0.0840610873425988,0.0015920599242201
"176",175,0.000569438852934066,0.0538795272106761,0.370038129416189,0.460935687290461,0.111559233501547,0.00301798372819256
"177",176,0.000241365656917698,0.037775034775075,0.325399433977362,0.487124823038435,0.144082721641892,0.00537662091031829
"178",177,9.17674852922498e-05,0.0256002711078243,0.279798083034918,0.504105683128156,0.181315885019359,0.00908831022445149
"179",178,4.41286307417891e-05,0.0167210371312372,0.235104600432692,0.510912659861214,0.222548150542462,0.0146694234016519
"180",179,6.95907807893619e-05,0.01048930762245,0.192903278633649,0.507155708230064,0.266667188570842,0.0227149261622056
"181",180,0.000183957505880474,0.00629257588646638,0.154419264708885,0.493050301037183,0.312186894247504,0.0338670066140809
"182",181,0.000449342951988305,0.00358926581563478,0.120480477860557,0.469400941969025,0.357310200364976,0.0487697710378188
"183",182,0.000980464737740662,0.00193021133556188,0.091514358478712,0.437538236624749,0.400026721765379,0.0680100070578577
"184",183,0.00195558060206444,0.000966203691464561,0.0675794475402758,0.399209523486,0.438245229288139,0.0920440153920556
"185",184,0.00363176613598938,0.000441909241319124,0.0484310018510018,0.35642438899306,0.469959629100033,0.121111304678597
"186",185,0.00636021317130648,0.000180478183112465,0.0336093040087055,0.311273968596824,0.493429545538092,0.155146490501959
"187",186,0.0105920563654996,6.83366767765588e-05,0.0225257493787607,0.265765563301645,0.507333977950346,0.193714316326972
"188",187,0.0168705473600056,4.43429837511568e-05,0.0145357359466253,0.221690861924434,0.510879741308996,0.235978770476188
"189",188,0.0258092966820294,9.35874539472674e-05,0.00899762249424503,0.180528993325271,0.503863466340784,0.280707033703723
"190",189,0.0380565830327954,0.000245836717232376,0.00531775416289154,0.143384410171924,0.486687157612136,0.326308258303021
"191",190,0.0542457299622318,0.000578622079437397,0.00298155540243541,0.110959604238285,0.460327309569098,0.370907178748513
"192",191,0.0749315499300913,0.00122497212288537,0.00157069030705399,0.0835626532367192,0.426257580532042,0.412452553871208
"193",192,0.100512876343264,0.00238578166772431,0.000766298181091522,0.0611495785945645,0.386325058961434,0.448860406251922
"194",193,0.131143500921861,0.00434593429308338,0.000339187136052603,0.043399196822215,0.342583984248926,0.478188196577862
"195",194,0.166648779835936,0.00748760186876589,0.00013356226801519,0.0298032010309057,0.297115694436925,0.498811160559452
"196",195,0.206470898810862,0.0122919629268136,5.30465861290545e-05,0.0197484824022016,0.251873117863285,0.509562491410709
"197",196,0.249648786945072,0.0193270580658045,5.12764993368191e-05,0.0125857018654579,0.208559791637355,0.509827384986974
"198",197,0.294832862059419,0.0292217127424639,0.000127141506739184,0.00768392916401826,0.1685437116461,0.49959064288126
"199",198,0.340334607580444,0.0426255274497089,0.000324668092481884,0.00447134930784769,0.13280601409414,0.479437833475378
"200",199,0.384210980957558,0.0601549352811291,0.000737547825164375,0.00246203641260031,0.101924488577692,0.450510010945856
"201",200,0.424383653613597,0.0823253268822281,0.00151830966164573,0.00126879492524656,0.0760919226921076,0.414411992225175
"202",201,0.458792847421895,0.10946938379253,0.00289208273939867,0.000602121952108711,0.0551691371688894,0.373074426925178
"203",202,0.485576871464859,0.141646957925577,0.00517291622997493,0.000257324116741547,0.038767373795166,0.328578556467682
"204",203,0.503240072090223,0.17856886937709,0.00877413351442532,9.83116868149455e-05,0.0263376639253451,0.282980949406101
"205",204,0.510778874116101,0.219552815850648,0.0142057899037867,4.50007468860288e-05,0.0172489842956085,0.23816853508697
"206",205,0.507761428938531,0.263514084248641,0.0220582089340525,6.53483876443922e-05,0.0108525095934702,0.195748419897661
"207",206,0.49436082059381,0.308991093797137,0.0329715860475778,0.000172032099679064,0.00653193241376986,0.156972535048027
"208",207,0.471341829775604,0.354205770704668,0.0475916596609196,0.000423773371767202,0.00373985060110019,0.122697115885941
"209",208,0.440001255806845,0.397158754354927,0.0665114496191115,0.000931305493684517,0.00202022197866969,0.0933770127467621
"210",209,0.402061797385503,0.435759434214278,0.0901990635278288,0.0018679853763163,0.00101688665082117,0.0690948328452531
"211",210,0.359520492819739,0.467989816738586,0.118912171392752,0.0034848206540947,0.000468385614180504,0.0496243127806473
"212",211,0.314468512582104,0.492085429449704,0.152609224263912,0.00612607370870118,0.000192914038496845,0.0345178459570826
"213",212,0.268923719771854,0.506691846592519,0.190882266238485,0.0102359761936667,7.28756375414609e-05,0.0231933155659337
"214",213,0.224696456085609,0.510976378772374,0.232923614382148,0.0163518780369701,4.37141529652924e-05,0.0150079585699338
"215",214,0.183290155840585,0.504693324028596,0.277527368095543,0.025083464625803,8.73882469459108e-05,0.0093182991625268
"216",215,0.14583679153174,0.488202776862812,0.323125750014667,0.0370780413777699,0.000230490599356216,0.0055261496136555
"217",216,0.113067150922839,0.462442995222039,0.36786027844516,0.0529718856985234,0.000547011209454871,0.00311067850198408
"218",217,0.0853159456714227,0.42885632543657,0.40968777133052,0.0733276663258332,0.00116574490209846,0.00164654633355551
"219",218,0.0625617394335746,0.389268705202837,0.446521161664012,0.098557942114217,0.00228233844642748,0.000808113138931564
"220",219,0.0444998344832471,0.345725846219977,0.476402022735586,0.128836601225348,0.00417526834789565,0.000360426987946188
"221",220,0.0306321880877893,0.300312644410697,0.497678255283182,0.164014169482617,0.00721968121521414,0.000143061520500323
"222",221,0.0203506338051511,0.254995359117323,0.509147395157555,0.203560712724362,0.0118900586700137,5.58405255954749e-05
"223",222,0.0130064284300605,0.211498193394193,0.510153909379442,0.246543312428474,0.0187490480286709,4.91083391597737e-05
"224",223,0.00796586634317143,0.171214705806405,0.50064005017908,0.291638372854378,0.028422360376868,0.000118644440096679
"225",224,0.00465196124664661,0.135154053762478,0.4811502669905,0.337178759718932,0.0415597360305877,0.000305222250855414
"226",225,0.00257219528617463,0.103922068380925,0.452789176400604,0.38123577040623,0.0587819773835431,0.000698812142523135
"227",226,0.00133233555942343,0.0777371608907371,0.41713309005303,0.421735935711326,0.0806140491410449,0.00144742864443763
"228",227,0.000636354610326083,0.0564809644923624,0.376095260629173,0.456612492995491,0.107404342013723,0.00277058525892412
"229",228,0.000274170419372404,0.0397792084649725,0.331752351263345,0.483984025396022,0.139234603085305,0.00497564137098278
"230",229,0.000105354556320445,0.0270914342706815,0.286167778807665,0.502324616675024,0.175841923103796,0.00846889258651286
"231",230,4.62158700276834e-05,0.0177901092971307,0.241244338210981,0.510593114442858,0.216572225054629,0.0137539971243737
"232",231,6.15105833797218e-05,0.0112258547099961,0.198611580559207,0.508316029208857,0.260368537544255,0.021416487394305
"233",232,0.000160796592740726,0.00677874069193146,0.159548022649593,0.495623991386818,0.305794099717636,0.0320943489612809
"234",233,0.0003994319719256,0.00389564906794503,0.124938188098894,0.473241766255281,0.351090297709653,0.0464346668963006
"235",234,0.00088421768069389,0.00211370331721211,0.0952644799854609,0.442431826872593,0.394269432630428,0.065036339513612
"236",235,0.00178368441156677,0.00106976603752052,0.0706338848514638,0.404891485236368,0.433242319794938,0.0883788596681426
