rho,tau,beta1,beta2,beta3,beta4,beta5,beta6,nu,gamma,sigma,theta0,alpha,mu,delta,sig_sq,S_0,E_0,I_0,A_0,R_0,pop_0,betat
0.7617541818196542,266.07687293989727,1.4376213924574455,1.2902411072912248,1.1677403882738668,1.2758108899724654,1.3619949731326966,1.1530466700472242,0.9648961476255269,3.5,4.999999999999999,0,0.0023973000000000006,4.2869999999999985e-4,1.4329999999999993e-4,0.1041513876085044,0.9993195637256629,1.8347934653550668e-4,4.969569278015723e-4,0,0,10911819,-0.06717171717171716
